STDR_YM_CD,TRDAR_SE_CD,TRDAR_SE_CD_NM,TRDAR_CD,TRDAR_CD_NM,SIGNGU_CD,ADSTRD_CD
202112,A,골목상권,2110753,시흥동 은행나무사거리,11545,11545710
202112,A,골목상권,2110427,노원 을지대학교병원,11350,11350611
202112,A,골목상권,2110755,동일여자고등학교,11545,11545680
202112,A,골목상권,2110739,시흥3동 우편취급국,11545,11545690
202112,A,골목상권,2111017,송파나루역 3번,11710,11710562
202112,A,골목상권,2110249,중화역 1번,11260,11260600
202112,A,골목상권,2110963,역삼월드메르디앙아파트,11680,11680640
202112,A,골목상권,2110332,돌곶이역 3번,11290,11290770
202112,A,골목상권,2110245,KB국민은행 중화동지점,11260,11260610
202112,A,골목상권,2110719,영서중학교,11530,11530540
202112,A,골목상권,2110932,서울시인재개발원,11650,11650510
202112,A,골목상권,2110933,한국상담대학원대학교,11650,11650510
202112,A,골목상권,2110868,남부초등학교,11620,11620685
202112,A,골목상권,2110395,신한은행 방학동지점,11320,11320690
202112,A,골목상권,2110393,국민은행방학지점,11320,11320710
202112,A,골목상권,2110114,왕십리파출소,11200,11200535
202112,A,골목상권,2110760,선유도역 6번,11560,11560620
202112,A,골목상권,2111068,강동성심병원,11740,11740685
202112,A,골목상권,2110619,목4동주민센터,11470,11470540
202112,A,골목상권,2110093,우사단길,11170,11170685
202112,A,골목상권,2110734,금천파출소,11545,11545670
202112,A,골목상권,2111030,방이역 2번,11710,11710570
202112,A,골목상권,2110573,신촌역 6번,11440,11440600
202112,A,골목상권,2110053,청구역 1번,11140,11140615
202112,A,골목상권,2110972,강남세브란스병원미래의학연구센터,11680,11680650
202112,A,골목상권,2110911,방배배수지체육공원,11650,11650620
202112,A,골목상권,2110969,베르사이유1아파트,11680,11680650
202112,A,골목상권,2111002,한국교통안전공단 강남자동차검사소,11680,11680700
202112,A,골목상권,2110863,난우초등학교,11620,11620765
202112,A,골목상권,2110751,난곡중학교,11545,11545630
202112,A,골목상권,2110993,개포지하차도 북측,11680,11680660
202112,A,골목상권,2110725,가산동주민센터,11545,11545510
202112,A,골목상권,2110723,가산디지털단지역 1번 출입구,11545,11545510
202112,A,골목상권,2110938,바우뫼공원,11650,11650651
202112,A,골목상권,2110999,윗방죽마을공원,11680,11680700
202112,A,골목상권,2110941,언남고등학교,11650,11650652
202112,A,골목상권,2110087,이태원엔틱가구거리,11170,11170650
202112,A,골목상권,2110094,오산중학교,11170,11170700
202112,A,골목상권,2110262,상봉역 3번,11260,11260590
202112,A,골목상권,2110279,신내역 2번,11260,11260655
202112,A,골목상권,2110107,금호사거리,11200,11200620
202112,A,골목상권,2110576,대흥역 3번,11440,11440600
202112,A,골목상권,2111010,석촌역 7번,11710,11710600
202112,A,골목상권,2110098,서울독일학교,11170,11170685
202112,A,골목상권,2110669,화곡보람2차아파트,11500,11500591
202112,A,골목상권,2111081,둔촌푸르지오아파트,11740,11740700
202112,A,골목상권,2110331,돌곶이역 8번,11290,11290810
202112,A,골목상권,2110786,당산역 8번,11560,11560560
202112,A,골목상권,2110956,언주역 8번,11680,11680640
202112,A,골목상권,2111003,삼전역 4번,11710,11710650
202112,A,골목상권,2110565,홍익대,11440,11440655
202112,A,골목상권,2110149,세종대학교,11215,11215730
202112,A,골목상권,2110110,상왕십리역 6번,11200,11200520
202112,A,골목상권,2110539,미근동,11410,11410565
202112,A,골목상권,2110505,홍남교남측,11410,11410615
202112,A,골목상권,2110055,황학동벼룩시장,11140,11140670
202112,A,골목상권,2110122,마장역 2번,11200,11200540
202112,A,골목상권,2111065,천일초등학교,11740,11740620
202112,A,골목상권,2110305,보문역 5번,11290,11290600
202112,A,골목상권,2110499,연가초등학교,11410,11410720
202112,A,골목상권,2110150,중곡1동 마을마당,11215,11215740
202112,A,골목상권,2110236,신묵초등학교,11260,11260630
202112,A,골목상권,2111023,문정역 1번,11710,11710641
202112,A,골목상권,2110925,서초중학교,11650,11650530
202112,A,골목상권,2110910,내방역 5번,11650,11650621
202112,A,골목상권,2110775,대동초등학교,11560,11560710
202112,A,골목상권,2110854,조원동주민센터,11620,11620725
202112,A,골목상권,2110853,KT구로지사,11620,11620725
202112,A,골목상권,2110918,방배역 3번,11650,11650600
202112,A,골목상권,2110243,중랑노인종합복지관,11260,11260520
202112,A,골목상권,2110935,한전아트센터,11650,11650520
202112,A,골목상권,2110585,마포경찰서,11440,11440555
202112,A,골목상권,2110871,신원동주민센터,11620,11620655
202112,A,골목상권,2110811,보라매역 4번,11560,11560680
202112,A,골목상권,2110992,도곡초등학교,11680,11680630
202112,A,골목상권,2111043,마천공원,11710,11710550
202112,A,골목상권,2111039,벌말어린이공원,11710,11710570
202112,A,골목상권,2110771,대림역 11번,11560,11560710
202112,A,골목상권,2110700,고척초등학교,11530,11530720
202112,A,골목상권,2110903,방배아이파크아파트,11650,11650590
202112,A,골목상권,2110709,구로119안전센터,11530,11530530
202112,A,골목상권,2110986,삼성중앙역 7번,11680,11680590
202112,A,골목상권,2110949,한남IC,11680,11680510
202112,A,골목상권,2111026,문정역 2번,11710,11710641
202112,A,골목상권,2110621,목동역 5번,11470,11470510
202112,A,골목상권,2110684,서울공연예술고등학교,11530,11530790
202112,A,골목상권,2110757,양평역 2번,11560,11560610
202112,A,골목상권,2110878,미림여고,11620,11620745
202112,A,골목상권,2110866,난우중학교,11620,11620775
202112,A,골목상권,2110379,KT&G 북부지사,11305,11305590
202112,A,골목상권,2110882,신성초등학교,11620,11620665
202112,A,골목상권,2110724,금천구립가산도서관,11545,11545510
202112,A,골목상권,2110926,신중초등학교,11650,11650530
202112,A,골목상권,2111016,송파역 2번,11710,11710590
202112,A,골목상권,2110223,군자초등학교,11230,11230650
202112,A,골목상권,2110648,양천향교역 7번,11500,11500603
202112,A,골목상권,2110629,송정역 4번,11500,11500620
202112,A,골목상권,2110023,서울대병원,11110,11110640
202112,A,골목상권,2110946,청계산원터골,11650,11650652
202112,A,골목상권,2110160,광진경찰서,11215,11215850
202112,A,골목상권,2110923,방배역 1번,11650,11650620
202112,A,골목상권,2110788,영등포시장역 3번,11560,11560535
202112,A,골목상권,2111011,잠실나루역,11710,11710690
202112,A,골목상권,2110950,논현역 7번,11680,11680521
202112,A,골목상권,2110991,삼성중앙역 5번,11680,11680580
202112,A,골목상권,2110774,당산반도유보라팰리스아파트,11560,11560560
202112,A,골목상권,2110796,한림대학교한강성심병원,11560,11560535
202112,A,골목상권,2110601,신월1동우편취급국,11470,11470560
202112,A,골목상권,2110687,천왕역 3번(오류2동주민센터 서울오류남초등학교),11530,11530780
202112,A,골목상권,2110618,강서고등학교,11470,11470540
202112,A,골목상권,2110545,마포구청역 1번,11440,11440730
202112,A,골목상권,2110460,구산역 4번,11380,11380552
202112,A,골목상권,2110483,연천초등학교,11380,11380530
202112,A,골목상권,2110906,서문여고,11650,11650621
202112,A,골목상권,2110626,양화초등학교,11470,11470520
202112,A,골목상권,2110745,독산동정훈단지,11545,11545620
202112,A,골목상권,2110790,대림1동주민센터,11560,11560670
202112,A,골목상권,2110795,도림초등학교,11560,11560650
202112,A,골목상권,2110501,연희어린이공원,11410,11410615
202112,A,골목상권,2110514,서대문우체국,11410,11410585
202112,A,골목상권,2110838,상도1동주민센터앞,11590,11590530
202112,A,골목상권,2110488,우리은행응암동지점,11380,11380580
202112,A,골목상권,2110288,동구여중,11290,11290525
202112,A,골목상권,2110204,간데메공원,11230,11230600
202112,A,골목상권,2110340,인수중학교,11305,11305660
202112,A,골목상권,2110011,청운초등학교,11110,11110515
202112,A,골목상권,2110189,제기동역 1번,11230,11230545
202112,A,골목상권,2110231,장안교,11230,11230660
202112,A,골목상권,2110475,백련산해모로아파트,11380,11380580
202112,A,골목상권,2110890,봉천역 1번(관악초등학교),11620,11620595
202112,A,골목상권,2110435,서울과학기술대,11350,11350600
202112,A,골목상권,2110401,도봉구민회관,11320,11320515
202112,A,골목상권,2110337,아카데미하우스,11305,11305660
202112,A,골목상권,2110195,동대문구청,11230,11230536
202112,A,골목상권,2110388,도봉우체국,11320,11320680
202112,A,골목상권,2110224,외대앞역 2번,11230,11230720
202112,A,골목상권,2110246,월드순복음교회,11260,11260590
202112,A,골목상권,2110423,석계역 2번,11350,11350560
202112,A,골목상권,2110271,신내역 1번,11260,11260680
202112,A,골목상권,2110104,신금호역 4번,11200,11200615
202112,A,골목상권,2110193,고려대역 4번,11230,11230545
202112,A,골목상권,2110373,수유역 2번,11305,11305590
202112,A,골목상권,2110960,은광여고,11680,11680655
202112,A,골목상권,2111055,선사초등학교,11740,11740580
202112,A,골목상권,2110773,당산역 13번,11560,11560620
202112,A,골목상권,2110072,열정도,11170,11170560
202112,A,골목상권,2110121,한양대역 4번,11200,11200550
202112,A,골목상권,2110990,청담역 12번,11680,11680565
202112,A,골목상권,2110797,KT대방빌딩,11560,11560680
202112,A,골목상권,2110100,옥수동우편취급국,11200,11200645
202112,A,골목상권,2110091,리움미술관,11170,11170685
202112,A,골목상권,2110805,신길새마을금고신길4동지점,11560,11560660
202112,A,골목상권,2110663,우장산롯데캐슬아파트앞,11500,11500591
202112,A,골목상권,2110530,아현역 1번,11410,11410555
202112,A,골목상권,2110026,종로5가역 4번,11110,11110630
202112,A,골목상권,2110043,충무초등학교,11140,11140580
202112,A,골목상권,2110564,홍대입구역 3번,11440,11440660
202112,A,골목상권,2110948,헌인가구단지,11650,11650660
202112,A,골목상권,2110238,배꽃어린이공원,11260,11260610
202112,A,골목상권,2110914,내방역 6번,11650,11650621
202112,A,골목상권,2110880,신림역 1번,11620,11620645
202112,A,골목상권,2110779,대림갑을명가아파트,11560,11560700
202112,A,골목상권,2110791,신풍역 3번,11560,11560670
202112,A,골목상권,2111037,Sh수협은행 오금동금융센터(아랫말어린이공원),11710,11710570
202112,A,골목상권,2110705,고산초등학교,11530,11530720
202112,A,골목상권,2110570,KB국민은행 서강지점,11440,11440630
202112,A,골목상권,2110921,서울프랑스학교,11650,11650581
202112,A,골목상권,2110798,신풍역 2번,11560,11560680
202112,A,골목상권,2110852,이수역 9번,11590,11590620
202112,A,골목상권,2110343,무너미어린이공원,11305,11305645
202112,A,골목상권,2110523,홍제성원아파트,11410,11410620
202112,A,골목상권,2110200,동대문경찰서,11230,11230705
202112,A,골목상권,2110965,언주역 6번,11680,11680640
202112,A,골목상권,2110275,하나은행 망우동지점,11260,11260655
202112,A,골목상권,2110298,솔숲어린이공원,11290,11290620
202112,A,골목상권,2110347,구세군강북종합사회복지관,11305,11305534
202112,A,골목상권,2110383,덕성여대시반거리,11320,11320660
202112,A,골목상권,2110389,한일병원,11320,11320680
202112,A,골목상권,2110342,국립재활원,11305,11305660
202112,A,골목상권,2110412,창동중학교,11320,11320690
202112,A,골목상권,2110320,KB국민은행 종암동지점,11290,11290705
202112,A,골목상권,2110678,염창무학아파트,11500,11500510
202112,A,골목상권,2110146,신자초등학교,11215,11215840
202112,A,골목상권,2110073,삼각지역 3번,11170,11170625
202112,A,골목상권,2110151,자양한강도서관,11215,11215830
202112,A,골목상권,2110169,성동초등학교,11215,11215830
202112,A,골목상권,2111076,둔촌2동주민센터,11740,11740700
202112,A,골목상권,2111067,강동구립성내도서관,11740,11740660
202112,A,골목상권,2110154,광진정말공원,11215,11215820
202112,A,골목상권,2111058,성내중학교,11740,11740640
202112,A,골목상권,2110783,영등포시장역 1번,11560,11560535
202112,A,골목상권,2110143,뚝섬유원지역 1번,11215,11215840
202112,A,골목상권,2110092,NH농협은행 보광동지점,11170,11170700
202112,A,골목상권,2110144,어린이대공원역 4번,11215,11215710
202112,A,골목상권,2110059,새남터성지,11170,11170640
202112,A,골목상권,2110044,관성묘,11140,11140580
202112,A,골목상권,2110088,오산고등학교,11170,11170690
202112,A,골목상권,2110770,영등포구청역 6번,11560,11560550
202112,A,골목상권,2110976,언북초등학교,11680,11680565
202112,A,골목상권,2110155,광진구청,11215,11215820
202112,A,골목상권,2110267,망우역 2번,11260,11260580
202112,A,골목상권,2110600,신월7동주민센터,11470,11470611
202112,A,골목상권,2110985,청담근린공원,11680,11680565
202112,A,골목상권,2110756,문래중학교,11560,11560610
202112,A,골목상권,2110129,성원어린이공원,11200,11200660
202112,A,골목상권,2110234,중랑역 4번,11260,11260610
202112,A,골목상권,2110045,동대문역사문화공원역 5번,11140,11140580
202112,A,골목상권,2110398,쌍문2동우체국,11320,11320670
202112,A,골목상권,2110704,고척중학교,11530,11530720
202112,A,골목상권,2110981,국악고교사거리,11680,11680690
202112,A,골목상권,2110381,번동주공2단지,11305,11305606
202112,A,골목상권,2110977,논현로18길,11680,11680690
202112,A,골목상권,2111082,중앙보훈병원,11740,11740700
202112,A,골목상권,2110628,신목동역,11470,11470520
202112,A,골목상권,2110126,서울숲역 1번,11200,11200650
202112,A,골목상권,2110556,절두산순교성지,11440,11440680
202112,A,골목상권,2110180,광진정보도서관,11215,11215810
202112,A,골목상권,2110577,용강동주민센터,11440,11440590
202112,A,골목상권,2110653,화곡역 2번,11500,11500615
202112,A,골목상권,2110148,어린이대공원역 3번,11215,11215710
202112,A,골목상권,2110581,염리초등학교,11440,11440610
202112,A,골목상권,2110139,자양4동주민센터,11215,11215847
202112,A,골목상권,2111071,천동초등학교,11740,11740685
202112,A,골목상권,2110102,옥수역 6번,11200,11200645
202112,A,골목상권,2110908,구반포역,11650,11650550
202112,A,골목상권,2111041,거여역 8번,11710,11710531
202112,A,골목상권,2110777,구로세무서,11560,11560605
202112,A,골목상권,2110764,문래역 3번,11560,11560550
202112,A,골목상권,2110959,신구중학교,11680,11680545
202112,A,골목상권,2110962,도산공원북측,11680,11680545
202112,A,골목상권,2110070,용산세무서,11170,11170625
202112,A,골목상권,2110604,신월4동주민센터,11470,11470590
202112,A,골목상권,2110602,신월시영아파트중문,11470,11470611
202112,A,골목상권,2110643,강서구다솔마을,11500,11500620
202112,A,골목상권,2110598,신월문화체육센터,11470,11470611
202112,A,골목상권,2110729,가산동우체국,11545,11545510
202112,A,골목상권,2110761,문래동남성맨션,11560,11560605
202112,A,골목상권,2110784,신대림초등학교,11560,11560700
202112,A,골목상권,2110818,신대방역 3번,11590,11590670
202112,A,골목상권,2110553,가좌역 2번,11440,11440730
202112,A,골목상권,2111045,개미어린이공원,11710,11710647
202112,A,골목상권,2110461,새절역 2번,11380,11380600
202112,A,골목상권,2110476,역촌역 2번,11380,11380570
202112,A,골목상권,2110842,흑리단길,11590,11590605
202112,A,골목상권,2110287,정릉3동주민센터,11290,11290640
202112,A,골목상권,2110312,안암역 2번,11290,11290600
202112,A,골목상권,2110494,증산3교남측,11410,11410710
202112,A,골목상권,2110504,명지전문대,11410,11410685
202112,A,골목상권,2110184,용두사거리,11230,11230536
202112,A,골목상권,2110183,한국의류시험연구원,11230,11230536
202112,A,골목상권,2110244,중화역 4번,11260,11260610
202112,A,골목상권,2110434,태릉입구역 4번,11350,11350595
202112,A,골목상권,2110386,연산군묘,11320,11320710
202112,A,골목상권,2110248,먹골파출소,11260,11260620
202112,A,골목상권,2110132,성수2가3동주민센터,11200,11200690
202112,A,골목상권,2110145,장안초등학교,11215,11215730
202112,A,골목상권,2111080,굽은다리역 3번,11740,11740530
202112,A,골목상권,2110612,신정역 5번,11470,11470650
202112,A,골목상권,2110082,용산구청,11170,11170650
202112,A,골목상권,2110594,신월중학교,11470,11470600
202112,A,골목상권,2110141,건대입구역 1번,11215,11215710
202112,A,골목상권,2110103,옥수터널,11200,11200620
202112,A,골목상권,2111078,굽은다리역 4번,11740,11740685
202112,A,골목상권,2110644,신광명마을,11500,11500611
202112,A,골목상권,2110096,한남힐사이드아파트,11170,11170685
202112,A,골목상권,2110127,성수1가1동주민센터,11200,11200650
202112,A,골목상권,2110097,한남초등학교,11170,11170685
202112,A,골목상권,2110561,상수역 4번,11440,11440655
202112,A,골목상권,2110264,면목역 2번,11260,11260565
202112,A,골목상권,2110166,구의1동주민센터,11215,11215850
202112,A,골목상권,2110136,경수초등학교,11200,11200670
202112,A,골목상권,2110438,경춘선숲길 우측,11350,11350600
202112,A,골목상권,2110131,성수동카페거리,11200,11200670
202112,A,골목상권,2110566,경의선책거리,11440,11440660
202112,A,골목상권,2110569,홍대땡땡거리,11440,11440660
202112,A,골목상권,2110554,망원역 1번,11440,11440660
202112,A,골목상권,2110054,청구역 3번,11140,11140645
202112,A,골목상권,2110582,이대역 5번,11440,11440610
202112,A,골목상권,2110650,우장산힐스테이트,11500,11500615
202112,A,골목상권,2110164,아차산역 5번,11215,11215780
202112,A,골목상권,2111032,방이역 1번,11710,11710570
202112,A,골목상권,2110677,등촌역 1번,11500,11500520
202112,A,골목상권,2110699,덕의초등학교,11530,11530730
202112,A,골목상권,2111015,석촌역 3번,11710,11710580
202112,A,골목상권,2110814,서울지방병무청,11560,11560690
202112,A,골목상권,2110826,장승배기역 4번,11590,11590540
202112,A,골목상권,2110177,동의초등학교,11215,11215860
202112,A,골목상권,2110623,갈산공원,11470,11470680
202112,A,골목상권,2110111,대현산장미원,11200,11200580
202112,A,골목상권,2111006,석촌고분역 1번,11710,11710610
202112,A,골목상권,2110047,다산성곽길,11140,11140625
202112,A,골목상권,2111004,삼전역 1번,11710,11710650
202112,A,골목상권,2110967,역삼역 8번,11680,11680640
202112,A,골목상권,2110555,홍익지구대,11440,11440660
202112,A,골목상권,2110575,대흥동주민센터,11440,11440600
202112,A,골목상권,2110050,약수역 7번,11140,11140635
202112,A,골목상권,2110649,우장산역 1번,11500,11500615
202112,A,골목상권,2110168,대원고등학교,11215,11215770
202112,A,골목상권,2110580,양원초등학교,11440,11440600
202112,A,골목상권,2110661,강서새말어린이공원,11500,11500591
202112,A,골목상권,2110106,금북초등학교,11200,11200590
202112,A,골목상권,2110174,아차산역 1번,11215,11215770
202112,A,골목상권,2110540,망원나들목체육관,11440,11440690
202112,A,골목상권,2110557,홍대부속여중고앞,11440,11440660
202112,A,골목상권,2111070,천호초등학교,11740,11740600
202112,A,골목상권,2110051,한양공고앞 교차로,11140,11140615
202112,A,골목상권,2110624,목동문화체육센터,11470,11470520
202112,A,골목상권,2111084,길동신동아아파트,11740,11740685
202112,A,골목상권,2110101,옥정중학교,11200,11200645
202112,A,골목상권,2110559,성산중학교,11440,11440680
202112,A,골목상권,2110170,동대부여고,11215,11215850
202112,A,골목상권,2110159,구의역 4번,11215,11215820
202112,A,골목상권,2111083,GS강동자이아파트,11740,11740685
202112,A,골목상권,2110134,성수119안전센터,11200,11200670
202112,A,골목상권,2111007,석촌고분역 4번,11710,11710610
202112,A,골목상권,2111009,송파책박물관,11710,11710600
202112,A,골목상권,2110075,숙대입구역 1번,11170,11170530
202112,A,골목상권,2110563,상수역 3번,11440,11440655
202112,A,골목상권,2110120,서울숲카페거리,11200,11200660
202112,A,골목상권,2110567,광흥창역 6번,11440,11440655
202112,A,골목상권,2110179,광나루역 1번,11215,11215810
202112,A,골목상권,2110217,자동차부품상가,11230,11230610
202112,A,골목상권,2111051,천호역 6번,11740,11740650
202112,A,골목상권,2110065,남정초등학교,11170,11170560
202112,A,골목상권,2110579,마포역 4번,11440,11440585
202112,A,골목상권,2110173,구남초등학교,11215,11215870
202112,A,골목상권,2110095,한강진역 3번,11170,11170685
202112,A,골목상권,2110076,삼각지역 14번,11170,11170625
202112,A,골목상권,2110034,창신1동주민센터,11110,11110670
202112,A,골목상권,2110843,사당5동주민센터,11590,11590651
202112,A,골목상권,2110599,신월1파출소,11470,11470560
202112,A,골목상권,2111056,천호태영아파트,11740,11740620
202112,A,골목상권,2110140,건대입구역 6번,11215,11215847
202112,A,골목상권,2110667,가양역 10번,11500,11500535
202112,A,골목상권,2110844,흑석2치안센터,11590,11590605
202112,A,골목상권,2111012,석촌역 6번,11710,11710600
202112,A,골목상권,2110268,망우3동주민센터,11260,11260660
202112,A,골목상권,2110543,중암중학교,11440,11440730
202112,A,골목상권,2110086,이태원역 북측,11170,11170650
202112,A,골목상권,2111020,방이동고분군(방산고등학교),11710,11710561
202112,A,골목상권,2110793,대림썬프라자,11560,11560700
202112,A,골목상권,2110099,유엔빌리지길,11170,11170685
202112,A,골목상권,2110058,성심여자고등학교,11170,11170570
202112,A,골목상권,2110593,신월3동주민센터,11470,11470580
202112,A,골목상권,2110176,해오름공원,11215,11215770
202112,A,골목상권,2110040,중구회현체육센터(정화예술대남산캠퍼스),11140,11140540
202112,A,골목상권,2111008,석촌고분역 3번,11710,11710600
202112,A,골목상권,2110118,왕십리역 9번,11200,11200560
202112,A,골목상권,2111063,강동구립 천호도서관,11740,11740620
202112,A,골목상권,2110133,서울교통공사,11200,11200790
202112,A,골목상권,2110721,가리봉파출소,11530,11530595
202112,A,골목상권,2110888,청룡동주민센터,11620,11620595
202112,A,골목상권,2110436,상계제일중학교,11350,11350624
202112,A,골목상권,2110697,개봉3동주민센터,11530,11530760
202112,A,골목상권,2111040,거여초등학교,11710,11710570
202112,A,골목상권,2110889,봉천역 6번,11620,11620605
202112,A,골목상권,2110858,신대방역 1번,11620,11620685
202112,A,골목상권,2110964,싸리고개근린공원,11680,11680655
202112,A,골목상권,2110975,매봉역 1번,11680,11680655
202112,A,골목상권,2110511,연희초등학교,11410,11410615
202112,A,골목상권,2110165,국립정신건강센터,11215,11215750
202112,A,골목상권,2110508,서연중학교,11410,11410615
202112,A,골목상권,2111069,천호1동주민센터,11740,11740600
202112,A,골목상권,2110161,중곡역 3번,11215,11215760
202112,A,골목상권,2110660,등촌3동주민센터,11500,11500535
202112,A,골목상권,2110560,마포FM,11440,11440710
202112,A,골목상권,2110153,중곡1동주민센터,11215,11215740
202112,A,골목상권,2110674,강서구청가양동별관,11500,11500605
202112,A,골목상권,2110229,장평중학교,11230,11230650
202112,A,골목상권,2110652,양천향교역 2번,11500,11500603
202112,A,골목상권,2110032,수족관거리,11110,11110670
202112,A,골목상권,2110497,가좌역 3번,11410,11410690
202112,A,골목상권,2110225,촬영소사거리,11230,11230610
202112,A,골목상권,2110171,중곡4동주민센터,11215,11215770
202112,A,골목상권,2110198,동대문중앙새마을금고본점,11230,11230545
202112,A,골목상권,2110015,청와대사랑채,11110,11110515
202112,A,골목상권,2110186,종암초등학교,11230,11230545
202112,A,골목상권,2110259,사가정역 1번,11260,11260575
202112,A,골목상권,2110702,개봉초등학교,11530,11530760
202112,A,골목상권,2110919,내방역 8번,11650,11650621
202112,A,골목상권,2110845,사당종합체육관,11590,11590640
202112,A,골목상권,2111027,문정초등학교,11710,11710641
202112,A,골목상권,2110591,충정로역 6번,11140,11140680
202112,A,골목상권,2111090,강일동주민센터,11740,11740515
202112,A,골목상권,2111021,방이역 4번,11710,11710561
202112,A,골목상권,2110655,발산역 5번,11500,11500615
202112,A,골목상권,2110039,회현역 1번,11140,11140540
202112,A,골목상권,2110541,동교초등학교,11440,11440700
202112,A,골목상권,2110004,대신고등학교,11110,11110570
202112,A,골목상권,2110162,군자역 4번,11215,11215750
202112,A,골목상권,2110041,남산케이블카,11140,11140550
202112,A,골목상권,2110520,경의중앙 신촌역,11410,11410585
202112,A,골목상권,2110147,능동우편취급국,11215,11215730
202112,A,골목상권,2110636,방화역 2번,11500,11500630
202112,A,골목상권,2110185,용두초등학교,11230,11230536
202112,A,골목상권,2110115,상왕십리역 3번,11200,11200535
202112,A,골목상권,2110057,황학코아루아파트,11140,11140670
202112,A,골목상권,2110437,당고개역 2번,11350,11350665
202112,A,골목상권,2110524,연희세브란스병원,11410,11410585
202112,A,골목상권,2110534,경기대학교,11410,11410565
202112,A,골목상권,2110152,중곡어린이공원,11215,11215740
202112,A,골목상권,2110548,마포구청역 4번,11440,11440720
202112,A,골목상권,2110722,G타워,11530,11530540
202112,A,골목상권,2110537,충정로현대아파트,11410,11410565
202112,A,골목상권,2110119,마장지하차도,11200,11200540
202112,A,골목상권,2110226,장안1동주민센터,11230,11230650
202112,A,골목상권,2110218,답십리사거리,11230,11230610
202112,A,골목상권,2110038,경향신문사,11140,11140520
202112,A,골목상권,2110536,돈의문센트레빌아파트입구,11410,11410520
202112,A,골목상권,2110158,중곡3동주민센터,11215,11215760
202112,A,골목상권,2110240,태릉시장 특화거리,11260,11260610
202112,A,골목상권,2110500,남가좌동현대아파트,11410,11410700
202112,A,골목상권,2110025,충신시장옆,11110,11110630
202112,A,골목상권,2110633,개화산역 1번,11500,11500640
202112,A,골목상권,2110036,동묘앞역 3번,11110,11110710
202112,A,골목상권,2110030,동대문역 3번,11110,11110670
202112,A,골목상권,2110641,공항고등학교,11500,11500630
202112,A,골목상권,2110517,서대문소방서,11410,11410615
202112,A,골목상권,2110439,당고개역 5번,11350,11350665
202112,A,골목상권,2110209,답십리 장령당공원,11230,11230600
202112,A,골목상권,2110518,서대문구청,11410,11410615
