Name,Score,Review,Link,Addr
금성스테이크부대찌개,3.2,40,https://place.map.kakao.com/10215748,"
서울 강남구 언주로174길 26 1층 2호
(지번) 신사동 640-1
"
카페노티드 신사 옐로우바스켓 팝업,4.4,94,https://place.map.kakao.com/183425375,"
서울 강남구 압구정로10길 30-1 지하1층
(지번) 신사동 524-18
"
장스테이크하우스,4.3,28,https://place.map.kakao.com/14723734,"
서울 강남구 압구정로 314 5층
(지번) 신사동 639
"
스페인클럽 가로수길점,,32,https://place.map.kakao.com/10337547,"
서울 강남구 압구정로10길 26
(지번) 신사동 524-30
"
세광양대창 신사역가로수길점,3.4,103,https://place.map.kakao.com/1106494282,"
서울 강남구 도산대로1길 24 1층 102호
(지번) 신사동 510
"
달마시안,2.9,240,https://place.map.kakao.com/95300197,"
서울 강남구 압구정로42길 42
(지번) 신사동 634-17
"
저스트스테이크,3.2,29,https://place.map.kakao.com/8079815,"
서울 강남구 언주로152길 11-7
(지번) 신사동 631-16
"
행복추풍령칼삼겹살 압구정점,4.5,16,https://place.map.kakao.com/9474243,"
서울 강남구 도산대로51길 41
(지번) 신사동 657-21
"
소나,3.9,72,https://place.map.kakao.com/19834035,"
서울 강남구 강남대로162길 40 201호
(지번) 신사동 520-1
"
오레노유메 가로수길점,3.4,16,https://place.map.kakao.com/1309217753,"
서울 강남구 압구정로2길 59 1,2층
(지번) 신사동 515
"
미라이,3.8,74,https://place.map.kakao.com/255156070,"
서울 강남구 논현로153길 24 끌레르빌1 1층
(지번) 신사동 557-25
"
룽청,4.1,87,https://place.map.kakao.com/382166298,"
서울 강남구 논현로152길 23 알파빌딩 1층
(지번) 신사동 589-9
"
삼창교자,3.7,243,https://place.map.kakao.com/1728788067,"
서울 강남구 강남대로156길 33 1층
(지번) 신사동 517-34
"
스시인,3.6,84,https://place.map.kakao.com/2134471711,"
서울 강남구 압구정로42길 49 3층
(지번) 신사동 645-28
"
ING포차,3.3,32,https://place.map.kakao.com/12731848,"
서울 강남구 언주로170길 34
(지번) 신사동 642-13
"
갓포마코토,3.8,74,https://place.map.kakao.com/1246015370,"
서울 강남구 언주로168길 5 지미안빌딩 2층
(지번) 신사동 635-4
"
스시카이세이,3.6,68,https://place.map.kakao.com/2131412849,"
서울 강남구 언주로170길 8 1층
(지번) 신사동 635-8
"
크라운돼지,3.9,64,https://place.map.kakao.com/2057523686,"
서울 강남구 강남대로156길 17-1
(지번) 신사동 510-9
"
겟썸커피 신사점,3.7,41,https://place.map.kakao.com/102480277,"
서울 강남구 논현로159길 46-6 지하1층
(지번) 신사동 551-32
"
무니 압구정본점,3.4,70,https://place.map.kakao.com/762772674,"
서울 강남구 압구정로56길 16 1~4층
(지번) 신사동 664-22
"
e청우참치,4.5,25,https://place.map.kakao.com/8105143,"
서울 강남구 강남대로156길 18 1층
(지번) 신사동 511-6
"
수퍼판,3.9,49,https://place.map.kakao.com/26457126,"
서울 강남구 논현로167길 15 휴에프빌딩 2층
(지번) 신사동 570-3
"
그랑씨엘,3.4,64,https://place.map.kakao.com/8211704,"
서울 강남구 도산대로45길 16-6 1층
(지번) 신사동 650-22
"
김북순큰남비집 신사본점,3.7,77,https://place.map.kakao.com/23203958,"
서울 강남구 압구정로2길 15 신사아이빌 1층
(지번) 신사동 522
"
라그릴리아 청담점,3.1,37,https://place.map.kakao.com/1697931614,"
서울 강남구 도산대로 327 SGF 청담타워 2층
(지번) 신사동 652-16
"
가로수길공감,3.4,63,https://place.map.kakao.com/1503171998,"
서울 강남구 강남대로154길 41 1, 2층
(지번) 신사동 516-12
"
청담미역,4.1,5,https://place.map.kakao.com/1514808377,"
서울 강남구 압구정로20길 15 1층
(지번) 신사동 572-2
"
뱅가,4.3,46,https://place.map.kakao.com/7887337,"
서울 강남구 언주로168길 6 현담원빌딩 지하 1층
(지번) 신사동 634-1
"
라공방 가로수길본점,2.5,218,https://place.map.kakao.com/814557849,"
서울 강남구 도산대로11길 29 SM빌딩 1층
(지번) 신사동 517-27
"
사이,4.1,44,https://place.map.kakao.com/1128592910,"
서울 강남구 압구정로2길 35 고황빌딩 1층
(지번) 신사동 519-1
"
가로수길생칼국수 신사점,4.1,31,https://place.map.kakao.com/15647559,"
서울 강남구 압구정로2길 46 강남상가 1층 19호
(지번) 신사동 510-11
"
스시사카우,4.5,94,https://place.map.kakao.com/330386453,"
서울 강남구 언주로153길 10-6 지하1층
(지번) 신사동 627-27
"
어게인리프레쉬 가로수길점,4,62,https://place.map.kakao.com/2014632878,"
서울 강남구 논현로153길 57 2층
(지번) 신사동 542-3
"
형훈텐동 도산본점,3.3,59,https://place.map.kakao.com/1114166927,"
서울 강남구 압구정로46길 75
(지번) 신사동 648-19
"
코레아노스키친 압구정점,3.2,39,https://place.map.kakao.com/20805720,"
서울 강남구 선릉로157길 25 지하1층
(지번) 신사동 657-11
"
우오하나,4.4,155,https://place.map.kakao.com/479540433,"
서울 강남구 압구정로2길 29 1층
(지번) 신사동 521-1
"
해남집,3.4,30,https://place.map.kakao.com/10917492,"
서울 강남구 강남대로160길 16 1층
(지번) 신사동 508-3
"
카페뮬라 가로수길점,2.6,113,https://place.map.kakao.com/935029515,"
서울 강남구 압구정로4길 13-12
(지번) 신사동 524-22
"
삿뽀로 압구정점,4,18,https://place.map.kakao.com/15674159,"
서울 강남구 압구정로30길 51 I.S.A 빌딩 지하 101호
(지번) 신사동 600
"
연탄공장,2.6,40,https://place.map.kakao.com/7997364,"
서울 강남구 압구정로48길 36-4
(지번) 신사동 642-19
"
채운,3.8,33,https://place.map.kakao.com/8083443,"
서울 강남구 논현로175길 107 큐빅디자인빌딩 1층
(지번) 신사동 525-10
"
롤링파스타 가로수길점,4.1,98,https://place.map.kakao.com/1218443086,"
서울 강남구 가로수길 16 2층
(지번) 신사동 541-9
"
도쿄수플레 가로수길점,2.5,31,https://place.map.kakao.com/526962350,"
서울 강남구 압구정로10길 35 1층
(지번) 신사동 534-8
"
지노스피자 압구정로데오점,4,47,https://place.map.kakao.com/854487489,"
서울 강남구 선릉로155길 15 1층
(지번) 신사동 655-3
"
엘이베리코 압구정점,3.6,35,https://place.map.kakao.com/988796424,"
서울 강남구 압구정로28길 22-7 1층
(지번) 신사동 576-4
"
패티앤베지스,4.4,204,https://place.map.kakao.com/119258632,"
서울 강남구 압구정로4길 11 1층
(지번) 신사동 525-2
"
맥주덕후 피자덕후 압구정점,4.7,169,https://place.map.kakao.com/1095405558,"
서울 강남구 선릉로157길 23 2층
(지번) 신사동 657-19
"
베이징덕,2.5,82,https://place.map.kakao.com/7904069,"
서울 강남구 논현로 874
(지번) 신사동 610-1
"
안식,4.7,53,https://place.map.kakao.com/858887885,"
서울 강남구 도산대로53길 13 1층
(지번) 신사동 654-10
"
바랗,3.6,26,https://place.map.kakao.com/14841339,"
서울 강남구 도산대로 309
(지번) 신사동 630-23
"
고향역,4,41,https://place.map.kakao.com/21597533,"
서울 강남구 강남대로152길 34
(지번) 신사동 514-8
"
르사이트,3.5,66,https://place.map.kakao.com/1012984730,"
서울 강남구 도산대로11길 22
(지번) 신사동 536-1
"
포레스트 청담,3.5,191,https://place.map.kakao.com/1966163449,"
서울 강남구 선릉로 803 1~3층
(지번) 신사동 666-10
"
온리고,4.7,177,https://place.map.kakao.com/888384402,"
서울 강남구 언주로151길 20
(지번) 신사동 628-39
"
마크레인커피,3.4,66,https://place.map.kakao.com/27115174,"
서울 강남구 선릉로157길 23-5
(지번) 신사동 657-24
"
선셋스위밍샌드위치,3.2,186,https://place.map.kakao.com/1603323745,"
서울 강남구 언주로170길 23
(지번) 신사동 643-28
"
개미집,3.6,22,https://place.map.kakao.com/13143669,"
서울 강남구 압구정로 110 화인빌딩 1층
(지번) 신사동 528-4
"
로바타탄요 압구정,3.9,86,https://place.map.kakao.com/922349717,"
서울 강남구 압구정로28길 49
(지번) 신사동 584-1
"
꿍탈레,3.7,59,https://place.map.kakao.com/107739384,"
서울 강남구 압구정로10길 14
(지번) 신사동 531-1
"
있을재,3.8,151,https://place.map.kakao.com/134691297,"
서울 강남구 언주로168길 19 1층
(지번) 신사동 644-7
"
배스킨라빈스 BROWN청담점,4.2,263,https://place.map.kakao.com/1245628048,"
서울 강남구 도산대로 327 SGF청담타워 3층
(지번) 신사동 652-16
"
마제스티타바론티라운지,4.2,117,https://place.map.kakao.com/1205439482,"
서울 강남구 도산대로 327 16층
(지번) 신사동 652-16
"
오복수산시장 도산공원점,2.8,45,https://place.map.kakao.com/292601726,"
서울 강남구 언주로168길 37 2층
(지번) 신사동 642-27
"
라무진 신사가로수점,4.6,46,https://place.map.kakao.com/376080576,"
서울 강남구 논현로175길 59-4 1층
(지번) 신사동 550-12
"
함흥면옥 압구정점,3.7,40,https://place.map.kakao.com/16617268,"
서울 강남구 논현로 826
(지번) 신사동 592-4
"
사주카페 재미난조각가 압구정로데오점,2.3,35,https://place.map.kakao.com/11908344,"
서울 강남구 선릉로155길 13-2
(지번) 신사동 655-2
"
카멜커피 도산공원점,3.3,22,https://place.map.kakao.com/1818342272,"
서울 강남구 도산대로45길 16-8
(지번) 신사동 650-15
"
에르바,3.9,91,https://place.map.kakao.com/1667053969,"
서울 강남구 논현로155길 11 동란빌딩 1층
(지번) 신사동 564-3
"
갓덴스시 신사점,2.8,43,https://place.map.kakao.com/18770926,"
서울 강남구 강남대로152길 40
(지번) 신사동 537
"
르포트13,3.5,82,https://place.map.kakao.com/1850423175,"
서울 강남구 압구정로4길 13-13 1층 101,102호
(지번) 신사동 525-13
"
모던오뎅,3.3,89,https://place.map.kakao.com/592350650,"
서울 강남구 도산대로17길 10
(지번) 신사동 561-8
"
미분당 신사점,4.4,112,https://place.map.kakao.com/2145719101,"
서울 강남구 도산대로1길 18 1층 101호
(지번) 신사동 511-20
"
오미가,2.6,17,https://place.map.kakao.com/10637815,"
서울 강남구 논현로 833
(지번) 신사동 585-14
"
스시유끼,3.3,27,https://place.map.kakao.com/27526156,"
서울 강남구 논현로164길 25
(지번) 신사동 600-16
"
아베크청담,3,155,https://place.map.kakao.com/1635894407,"
서울 강남구 선릉로 823
(지번) 신사동 665-1
"
야사이마끼쿠이신보,4.1,134,https://place.map.kakao.com/709249948,"
서울 강남구 강남대로152길 62 1층
(지번) 신사동 539-1
"
청담순두부 본점,2,43,https://place.map.kakao.com/8109345,"
서울 강남구 도산대로53길 19 1층
(지번) 신사동 654-7
"
자매의부엌,3.5,18,https://place.map.kakao.com/626794006,"
서울 강남구 압구정로10길 40 우송빌딩 1층
(지번) 신사동 520-7
"
파티오42 압구정점,,40,https://place.map.kakao.com/14105905,"
서울 강남구 논현로159길 10 1층 102호
(지번) 신사동 567-23
"
온천집스키야키,3.7,70,https://place.map.kakao.com/2029325721,"
서울 강남구 압구정로42길 43
(지번) 신사동 645-25
"
피자네버슬립스 가로수길점,3.9,198,https://place.map.kakao.com/1273008691,"
서울 강남구 도산대로19길 50 2층
(지번) 신사동 554-3
"
료하나,4,176,https://place.map.kakao.com/175301146,"
서울 강남구 가로수길 55-4 지하1층
(지번) 신사동 533-14
"
경성팔일삼 본점,4.5,56,https://place.map.kakao.com/828563835,"
서울 강남구 도산대로11길 5 1층
(지번) 신사동 514-9
"
파지티브호텔 뷰티그로서리,3.3,81,https://place.map.kakao.com/1251838491,"
서울 강남구 압구정로46길 77 1층
(지번) 신사동 648-16
"
이끼롤까스 가로수길본점,3.2,184,https://place.map.kakao.com/24009554,"
서울 강남구 강남대로156길 35
(지번) 신사동 517-33
"
식부관,3.6,49,https://place.map.kakao.com/243281321,"
서울 강남구 도산대로49길 36
(지번) 신사동 656-24
"
구스테이크528,4.5,7,https://place.map.kakao.com/8669196,"
서울 강남구 압구정로 108
(지번) 신사동 528-3
"
나따오비까 신사점,3.6,118,https://place.map.kakao.com/1785536960,"
서울 강남구 압구정로2길 37 1층
(지번) 신사동 519-28
"
변두리비스트로,4.5,98,https://place.map.kakao.com/27595522,"
서울 강남구 도산대로1길 36
(지번) 신사동 508
"
금산제면소 압구정점,1.6,51,https://place.map.kakao.com/68270293,"
서울 강남구 압구정로46길 5-6 101호
(지번) 신사동 660-17
"
선데이버거클럽,4.3,198,https://place.map.kakao.com/1490628784,"
서울 강남구 언주로170길 37
(지번) 신사동 642-8
"
병철이네쪽갈비,3.6,50,https://place.map.kakao.com/23824736,"
서울 강남구 논현로152길 28
(지번) 신사동 588-5
"
야키니쿠규,4.5,120,https://place.map.kakao.com/1059348837,"
서울 강남구 강남대로 640
(지번) 신사동 503-1
"
소이연남마오,4,117,https://place.map.kakao.com/1643428708,"
서울 강남구 도산대로53길 30 1,2층
(지번) 신사동 665-9
"
창화당 신사점,4.4,65,https://place.map.kakao.com/410757147,"
서울 강남구 도산대로1길 16 1층
(지번) 신사동 511-19
"
마치래빗 본점,3.3,12,https://place.map.kakao.com/21552876,"
서울 강남구 논현로153길 45 2층
(지번) 신사동 560
"
OMG 게판5분전,1.9,4,https://place.map.kakao.com/394098698,"
서울 강남구 도산대로51길 39 1층
(지번) 신사동 657-23
"
맥도날드 신사역점,3,17,https://place.map.kakao.com/24999700,"
서울 강남구 도산대로 123 2층
(지번) 신사동 514-15
"
콘유,3.6,88,https://place.map.kakao.com/1967158657,"
서울 강남구 도산대로11길 31-7
(지번) 신사동 517-25
"
최우영스시 압구정점,3.7,27,https://place.map.kakao.com/27219602,"
서울 강남구 언주로151길 17
(지번) 신사동 629-7
"
연타발 압구정본점,4.3,20,https://place.map.kakao.com/8000567,"
서울 강남구 도산대로 231 2, 3층
(지번) 신사동 629-33
"
스시킨,4.5,5,https://place.map.kakao.com/24924219,"
서울 강남구 선릉로161길 6
(지번) 신사동 664-3
"
제일양 압구정로데오점,4.4,19,https://place.map.kakao.com/184411184,"
서울 강남구 압구정로46길 25 1층
(지번) 신사동 642-3
"
수린,4.2,32,https://place.map.kakao.com/745334070,"
서울 강남구 언주로164길 24 3층
(지번) 신사동 649-7
"
커피오카,4.6,22,https://place.map.kakao.com/9483453,"
서울 강남구 선릉로161길 31 1층
(지번) 신사동 659-9
"
로지,3.4,36,https://place.map.kakao.com/11598105,"
서울 강남구 도산대로49길 10-3 1층
(지번) 신사동 653-12
"
꼬끄더그릴,4.3,57,https://place.map.kakao.com/705044236,"
서울 강남구 강남대로154길 10 금호빌딩 1층
(지번) 신사동 512
"
갓잇 도산공원점,3.8,173,https://place.map.kakao.com/1550964033,"
서울 강남구 언주로164길 24 아크로스빌딩 1층
(지번) 신사동 649-7
"
산호,3.2,39,https://place.map.kakao.com/14091104,"
서울 강남구 논현로175길 111
(지번) 신사동 525-7
"
루307,4.7,43,https://place.map.kakao.com/1169321500,"
서울 강남구 압구정로10길 30-7 1층
(지번) 신사동 524-21
"
족황상제 압구정로데오점,4.3,99,https://place.map.kakao.com/406311529,"
서울 강남구 도산대로51길 40 1층 105~107호
(지번) 신사동 657-33
"
핫쵸,3,123,https://place.map.kakao.com/1018957619,"
서울 강남구 도산대로15길 32-10
(지번) 신사동 544-5
"
창고43 압구정점,3.2,29,https://place.map.kakao.com/198296761,"
서울 강남구 논현로 839 규명빌딩 지하1층
(지번) 신사동 584
"
장사랑,3.8,34,https://place.map.kakao.com/8071541,"
서울 강남구 언주로165길 7-4
(지번) 신사동 624-47
"
히바치참치,3.5,73,https://place.map.kakao.com/1759691397,"
서울 강남구 강남대로152길 67 2층
(지번) 신사동 540-19
"
웍셔너리,3.8,205,https://place.map.kakao.com/1486279958,"
서울 강남구 도산대로53길 12 1층
(지번) 신사동 666-22
"
불공장,2.9,46,https://place.map.kakao.com/520279934,"
서울 강남구 강남대로156길 31-9 1층
(지번) 신사동 517-15
"
키쏘커피 도산점,3.1,15,https://place.map.kakao.com/1211236218,"
서울 강남구 언주로164길 35-6
(지번) 신사동 646-15
"
매덕스피자,4.2,14,https://place.map.kakao.com/1527538187,"
서울 강남구 도산대로15길 11 1층
(지번) 신사동 541-11
"
유노추보,3.1,152,https://place.map.kakao.com/8468838,"
서울 강남구 압구정로10길 36 영진빌딩 1층
(지번) 신사동 524-14
"
회춘,3.5,140,https://place.map.kakao.com/515885777,"
서울 강남구 도산대로51길 22
(지번) 신사동 654-18
"
스시시미즈,3.4,74,https://place.map.kakao.com/1464800718,"
서울 강남구 언주로152길 11-3 지하1층
(지번) 신사동 631-18
"
군자대한곱창 신사점,2.3,64,https://place.map.kakao.com/594985398,"
서울 강남구 강남대로152길 33
(지번) 신사동 515-10
"
우림황소양곱창 본점,2.8,131,https://place.map.kakao.com/15708930,"
서울 강남구 강남대로156길 28 1층
(지번) 신사동 516-1
"
육갑식당 압구정신사직영점,5,4,https://place.map.kakao.com/1142363840,"
서울 강남구 압구정로18길 32 1층
(지번) 신사동 552-7
"
브리오슈도레 압구정역점,3.2,15,https://place.map.kakao.com/1894503599,"
서울 강남구 압구정로30길 51 I.S.A빌딩 1층 101호
(지번) 신사동 600
"
카시나카페,3.6,58,https://place.map.kakao.com/658168462,"
서울 강남구 압구정로46길 42 2층
(지번) 신사동 645-24
"
어퍼웨스트,3.4,14,https://place.map.kakao.com/25756554,"
서울 강남구 도산대로15길 25 1층
(지번) 신사동 542-4
"
무교동유정낙지 압구정직영점,1.6,21,https://place.map.kakao.com/18750998,"
서울 강남구 논현로163길 10 베드로빌딩 1층
(지번) 신사동 570-6
"
아우어베이커리 압구정소망점,4.4,54,https://place.map.kakao.com/1337089766,"
서울 강남구 언주로167길 21 1층
(지번) 신사동 607-5
"
비비드,3.8,87,https://place.map.kakao.com/1767749671,"
서울 강남구 도산대로17길 44 1층 104호
(지번) 신사동 554-13
"
아임뮤트,4.4,76,https://place.map.kakao.com/380231335,"
서울 강남구 논현로157길 36 1층
(지번) 신사동 553-20
"
플라워베이커리 가로수길점,4.1,142,https://place.map.kakao.com/815154481,"
서울 강남구 압구정로2길 45 1층
(지번) 신사동 517-5
"
두사라,4.4,4,https://place.map.kakao.com/20752071,"
서울 강남구 강남대로154길 13 1층
(지번) 신사동 511-17
"
카페파이브바,4.4,29,https://place.map.kakao.com/27226422,"
서울 강남구 언주로172길 65
(지번) 신사동 662-17
"
카페마당,4.1,178,https://place.map.kakao.com/21442160,"
서울 강남구 도산대로45길 7 메종에르메스 지하 1층
(지번) 신사동 630-26
"
시골밥상 압구정점,2.1,41,https://place.map.kakao.com/16054592,"
서울 강남구 논현로175길 68
(지번) 신사동 549-9
"
담미온 압구정점,3.3,25,https://place.map.kakao.com/612729539,"
서울 강남구 압구정로28길 42 1층
(지번) 신사동 569-30
"
폴스타,4.2,44,https://place.map.kakao.com/2099707812,"
서울 강남구 도산대로45길 10-11 지하1층
(지번) 신사동 648-14
"
온다,3.9,113,https://place.map.kakao.com/1899306211,"
서울 강남구 강남대로156길 39 1,2층
(지번) 신사동 517-31
"
에이블,3.2,44,https://place.map.kakao.com/18039445,"
서울 강남구 압구정로14길 12
(지번) 신사동 547-6
"
시추안하우스 압구정점,3.4,84,https://place.map.kakao.com/46433934,"
서울 강남구 논현로 854 안다즈 서울 강남 지하1층
(지번) 신사동 603-1
"
슈퍼커피 압구정로데오점,5,16,https://place.map.kakao.com/968019130,"
서울 강남구 선릉로157길 23
(지번) 신사동 657-19
"
인사동촌,2,26,https://place.map.kakao.com/10834771,"
서울 강남구 강남대로152길 29
(지번) 신사동 515-12
"
아카시아,3.3,50,https://place.map.kakao.com/27187677,"
서울 강남구 가로수길 31-1 1층
(지번) 신사동 535-17
"
을지다락 도산공원,4.1,264,https://place.map.kakao.com/1751005775,"
서울 강남구 언주로168길 25 2층
(지번) 신사동 644-18
"
오븟,3.7,44,https://place.map.kakao.com/1698582218,"
서울 강남구 언주로152길 11-5 상복빌딩 2층
(지번) 신사동 631-17
"
스쿠로,4.1,32,https://place.map.kakao.com/1633078906,"
서울 강남구 도산대로17길 31
(지번) 신사동 544-21
"
애월식당,4.4,14,https://place.map.kakao.com/1151218737,"
서울 강남구 도산대로51길 33 1층
(지번) 신사동 656-6
"
컬렉션라운지,2.9,56,https://place.map.kakao.com/27291233,"
서울 강남구 압구정로10길 33
(지번) 신사동 534
"
계식당,2.3,35,https://place.map.kakao.com/279813761,"
서울 강남구 언주로170길 37
(지번) 신사동 642-8
"
사가라멘 가로수길점,3,128,https://place.map.kakao.com/13075834,"
서울 강남구 강남대로156길 32 1층
(지번) 신사동 516-6
"
메이드,3.8,137,https://place.map.kakao.com/26426072,"
서울 강남구 논현로175길 39 1층
(지번) 신사동 572-1
"
이즈미 압구정본점,4,4,https://place.map.kakao.com/10752275,"
서울 강남구 언주로 857
(지번) 신사동 621-3
"
슈바빙,4.2,44,https://place.map.kakao.com/1561155087,"
서울 강남구 압구정로48길 34
(지번) 신사동 642-15
"
마이쏭,2.6,53,https://place.map.kakao.com/7863609,"
서울 강남구 도산대로45길 16-4 1층
(지번) 신사동 650-17
"
얌타이,,24,https://place.map.kakao.com/827524737,"
서울 강남구 압구정로54길 26 1층
(지번) 신사동 663-25
"
붓처스컷 도산,,37,https://place.map.kakao.com/1802574770,"
서울 강남구 신사동 623-4 1,2층

"
원조신사양곱창,4.8,88,https://place.map.kakao.com/951407119,"
서울 강남구 압구정로2길 46 강남상가아파트 1층 13호
(지번) 신사동 510-11
"
RPM,3.1,61,https://place.map.kakao.com/1511210426,"
서울 강남구 언주로172길 64 1층
(지번) 신사동 663-20
"
스타벅스 신사가로수점,4.1,16,https://place.map.kakao.com/882114256,"
서울 강남구 가로수길 59
(지번) 신사동 533-11
"
밀떡팩토리 본점,4,80,https://place.map.kakao.com/490070779,"
서울 강남구 도산대로11길 21 1층
(지번) 신사동 516-9
"
소나무,5,28,https://place.map.kakao.com/27322848,"
서울 강남구 압구정로28길 22-9
(지번) 신사동 576-3
"
지유가오카핫쵸메 압구정로데오점,4.8,21,https://place.map.kakao.com/24710463,"
서울 강남구 압구정로50길 7 정동상가 102호
(지번) 신사동 661-18
"
더팔당 본점,2.6,35,https://place.map.kakao.com/280722846,"
서울 강남구 선릉로157길 33
(지번) 신사동 657
"
일무레또,4.2,21,https://place.map.kakao.com/1625196556,"
서울 강남구 논현로157길 33 1층
(지번) 신사동 556-12
"
영양센타,3.4,7,https://place.map.kakao.com/8501640,"
서울 강남구 압구정로 344
(지번) 신사동 664
"
