Name,Score,Review,Link,Addr
더페이머스버거 압구정점,4.2,66,https://place.map.kakao.com/746732173,"
서울 강남구 압구정로48길 35 1층 101호
(지번) 신사동 657-5
"
모퉁이흑미김밥,5,5,https://place.map.kakao.com/990830077,"
서울 강남구 도산대로27길 25 101호
(지번) 신사동 564-6
"
롱타임노씨 신사점,4,124,https://place.map.kakao.com/1866857586,"
서울 강남구 강남대로152길 15 2층
(지번) 신사동 512-17
"
보물선 신사본점,2.6,14,https://place.map.kakao.com/26891230,"
서울 강남구 강남대로152길 20
(지번) 신사동 514-1
"
이코복스커피 압구정점,2.6,26,https://place.map.kakao.com/2134373374,"
서울 강남구 논현로175길 6
(지번) 신사동 580-5
"
김이순장춘,4.9,7,https://place.map.kakao.com/1887534916,"
서울 강남구 압구정로2길 53 2층
(지번) 신사동 516
"
소적두 압구정점,3.9,35,https://place.map.kakao.com/19950206,"
서울 강남구 압구정로46길 5-2
(지번) 신사동 660-18
"
몽리,3.7,39,https://place.map.kakao.com/813709197,"
서울 강남구 가로수길 14-3 지상1층
(지번) 신사동 541-10
"
무아,4.8,90,https://place.map.kakao.com/1336798749,"
서울 강남구 논현로151길 33 2층
(지번) 신사동 561-21
"
가드너아드리아,3.4,60,https://place.map.kakao.com/2113933760,"
서울 강남구 압구정로46길 73 1층
(지번) 신사동 648-20
"
카페바잇미 신사점,4.7,35,https://place.map.kakao.com/960187073,"
서울 강남구 논현로175길 101-3 1층
(지번) 신사동 525-22
"
마르셀 도산공원점,4.1,99,https://place.map.kakao.com/1299870383,"
서울 강남구 언주로152길 15-6
(지번) 신사동 631-32
"
스시류코,4.3,41,https://place.map.kakao.com/1691386272,"
서울 강남구 도산대로49길 6-10 1층
(지번) 신사동 652-11
"
부머스 도산점,2.3,73,https://place.map.kakao.com/704177185,"
서울 강남구 압구정로46길 34
(지번) 신사동 644-21
"
비엔나커피하우스 압구정극동타워점,4.4,13,https://place.map.kakao.com/1134660166,"
서울 강남구 압구정로 152
(지번) 신사동 575
"
팻보이샌드위치,3.8,12,https://place.map.kakao.com/533046298,"
서울 강남구 논현로163길 9-4
(지번) 신사동 569-23
"
삼백집 가로수길직영점,3.4,17,https://place.map.kakao.com/20262536,"
서울 강남구 도산대로17길 6
(지번) 신사동 561-11
"
도마야끼덕아웃,3.3,16,https://place.map.kakao.com/12659896,"
서울 강남구 도산대로51길 34
(지번) 신사동 655-1
"
레이브릭스,3.3,36,https://place.map.kakao.com/14600986,"
서울 강남구 논현로153길 46 1층
(지번) 신사동 555-13
"
기세끼 신사점,3.9,56,https://place.map.kakao.com/13956212,"
서울 강남구 강남대로152길 42 홍인빌딩 지하 1층
(지번) 신사동 537-2
"
우찌노카레 압구정점,3.8,4,https://place.map.kakao.com/12332233,"
서울 강남구 선릉로161길 15-3
(지번) 신사동 662-16
"
근식당,3.5,27,https://place.map.kakao.com/1436371923,"
서울 강남구 압구정로28길 22-6 1층
(지번) 신사동 577-8
"
네기스키야키,4,100,https://place.map.kakao.com/1612273141,"
서울 강남구 논현로 854 지하 1층 B110, 111호
(지번) 신사동 603
"
스튜부대,4,197,https://place.map.kakao.com/1013626101,"
서울 강남구 선릉로155길 16 1층
(지번) 신사동 657-34
"
오라방,4.2,20,https://place.map.kakao.com/2075387362,"
서울 강남구 도산대로17길 39 1층
(지번) 신사동 544-26
"
살롱드애일리,4.5,64,https://place.map.kakao.com/977130573,"
서울 강남구 압구정로11길 37-53 애일리하우스 2층
(지번) 압구정동 379
"
마망갸또 신사가로수길점,3,30,https://place.map.kakao.com/21409998,"
서울 강남구 압구정로10길 30-12
(지번) 신사동 524-27
"
다이칸야마키친,2.8,175,https://place.map.kakao.com/27315740,"
서울 강남구 압구정로10길 30-3
(지번) 신사동 524-19
"
쿠라우니,3.2,249,https://place.map.kakao.com/1336193965,"
서울 강남구 강남대로156길 39
(지번) 신사동 517-31
"
포도식당 압구정본점,2.3,13,https://place.map.kakao.com/11892417,"
서울 강남구 논현로167길 13
(지번) 신사동 570-4
"
신사동가자,4.1,154,https://place.map.kakao.com/1839543241,"
서울 강남구 압구정로10길 30-5 지층
(지번) 신사동 524-20
"
두부공작소 신사직영점,3.5,16,https://place.map.kakao.com/21550514,"
서울 강남구 강남대로160길 21
(지번) 신사동 521-2
"
송옥 강남본점 가로수길,3.3,9,https://place.map.kakao.com/24167310,"
서울 강남구 강남대로154길 43 2층
(지번) 신사동 516-11
"
마르르,3.3,64,https://place.map.kakao.com/261977761,"
서울 강남구 도산대로53길 29 1층
(지번) 신사동 655-6
"
이속우화 천공,3.8,147,https://place.map.kakao.com/1171975534,"
서울 강남구 논현로 857 A857 6층
(지번) 신사동 582-12
"
딸부자네불백 신사본점,3.6,46,https://place.map.kakao.com/12637514,"
서울 강남구 강남대로158길 21 홍인빌딩 1층
(지번) 신사동 508-6
"
지구당 가로수길점,3.4,31,https://place.map.kakao.com/27345296,"
서울 강남구 압구정로14길 32
(지번) 신사동 546-20
"
나미나미,3.7,18,https://place.map.kakao.com/955868397,"
서울 강남구 압구정로48길 38 1층
(지번) 신사동 642-28
"
달래해장,2.2,58,https://place.map.kakao.com/1524676291,"
서울 강남구 압구정로2길 46 1층
(지번) 신사동 510-11
"
우유니,3.5,16,https://place.map.kakao.com/350534505,"
서울 강남구 압구정로8길 5 1층
(지번) 신사동 529-6
"
피쉬스토리 압구정본점,4.1,36,https://place.map.kakao.com/21556932,"
서울 강남구 압구정로50길 7
(지번) 신사동 661-18
"
딸부자네불백 가로수길점,3.6,23,https://place.map.kakao.com/1237681120,"
서울 강남구 압구정로10길 37
(지번) 신사동 534-10
"
미드타운,3.5,53,https://place.map.kakao.com/1620741204,"
서울 강남구 도산대로11길 40 1층
(지번) 신사동 535-3
"
R카페,3.3,58,https://place.map.kakao.com/2141804835,"
서울 강남구 압구정로56길 26
(지번) 신사동 664-17
"
스시코마츠,2.9,32,https://place.map.kakao.com/26926368,"
서울 강남구 언주로165길 7-10
(지번) 신사동 624-19
"
오늘잡은안동갈비 신사점,2.3,33,https://place.map.kakao.com/17100607,"
서울 강남구 도산대로25길 47
(지번) 신사동 553-10
"
맥도날드 압구정CGV점,2.2,13,https://place.map.kakao.com/12119337,"
서울 강남구 논현로 848 지하1층, 1층
(지번) 신사동 603-2
"
에이커스,2.9,78,https://place.map.kakao.com/663984228,"
서울 강남구 도산대로17길 30 1층
(지번) 신사동 555-39
"
헬로우,4.5,39,https://place.map.kakao.com/8152575,"
서울 강남구 논현로151길 55 호경빌딩 지하1층
(지번) 신사동 541-2
"
하이볼가든,4.4,33,https://place.map.kakao.com/26550205,"
서울 강남구 논현로161길 39
(지번) 신사동 552-3
"
보타르가,4.1,56,https://place.map.kakao.com/1191476590,"
서울 강남구 언주로170길 16
(지번) 신사동 644
"
앙스모멍,3.7,5,https://place.map.kakao.com/27507866,"
서울 강남구 언주로153길 12 태경빌딩 1층
(지번) 신사동 626-70
"
서울러,4.5,65,https://place.map.kakao.com/387525674,"
서울 강남구 강남대로152길 69 지하 1층
(지번) 신사동 540-18
"
배스킨라빈스 세로수길점,5,27,https://place.map.kakao.com/1158061502,"
서울 강남구 도산대로11길 15 1층
(지번) 신사동 515-6
"
W가나,3.7,39,https://place.map.kakao.com/672992354,"
서울 강남구 도산대로49길 20 2층
(지번) 신사동 653-19
"
스시우찌 압구정직영점,4.2,19,https://place.map.kakao.com/1406076570,"
서울 강남구 압구정로46길 5-6 압구정로데오스타 1층 106호
(지번) 신사동 660-17
"
삼정하누 도산공원점,4.2,17,https://place.map.kakao.com/1043606568,"
서울 강남구 언주로170길 20 1층
(지번) 신사동 644-5
"
코드이스케이프 가로수길점,5,43,https://place.map.kakao.com/522639283,"
서울 강남구 가로수길 14 5층
(지번) 신사동 541-15
"
리틀인디아,4.6,35,https://place.map.kakao.com/26505483,"
서울 강남구 압구정로10길 43 3층
(지번) 신사동 534-17
"
고트델리 압구정,4.1,148,https://place.map.kakao.com/1836199142,"
서울 강남구 선릉로161길 17 1층
(지번) 신사동 662-14
"
호호식당 도산공원,4.3,131,https://place.map.kakao.com/1410368607,"
서울 강남구 도산대로49길 29-6 1,2층
(지번) 신사동 647-16
"
사케리아잇콘,4.4,43,https://place.map.kakao.com/510759647,"
서울 강남구 언주로170길 28 2층
(지번) 신사동 644-15
"
정성담 압구정점,4.7,34,https://place.map.kakao.com/22988001,"
서울 강남구 언주로173길 8 1층
(지번) 신사동 617-11
"
비스트로스파크,4.1,25,https://place.map.kakao.com/1631655543,"
서울 강남구 압구정로 330 1층
(지번) 신사동 660-6
"
설매네,3.6,23,https://place.map.kakao.com/7943815,"
서울 강남구 압구정로30길 23 지하1층
(지번) 신사동 609-1
"
부쉬윅,5,113,https://place.map.kakao.com/1443636128,"
서울 강남구 선릉로153길 34 지하 1층
(지번) 신사동 647-23
"
보바베어,3.4,8,https://place.map.kakao.com/423725935,"
서울 강남구 가로수길 78 2층
(지번) 신사동 547-2
"
송옥 압구정분점,3.2,25,https://place.map.kakao.com/1441213106,"
서울 강남구 언주로172길 62 한수빌딩 1층
(지번) 신사동 663-18
"
리김밥 압구정본점,3.2,25,https://place.map.kakao.com/21444589,"
서울 강남구 압구정로30길 12 서원빌딩 1층
(지번) 신사동 610
"
가로수브루잉컴퍼니,3.3,28,https://place.map.kakao.com/25810535,"
서울 강남구 도산대로11길 31-4
(지번) 신사동 518-12
"
유쾌한접시 신사본점,4.4,21,https://place.map.kakao.com/18609334,"
서울 강남구 강남대로152길 70 1층
(지번) 신사동 539-5
"
양철지붕 본점,3.8,17,https://place.map.kakao.com/8467246,"
서울 강남구 도산대로17길 4
(지번) 신사동 561-17
"
로바다야끼최군,1.6,37,https://place.map.kakao.com/1178508620,"
서울 강남구 선릉로155길 29 신우빌딩 1층 102호
(지번) 신사동 656
"
신사쭈꾸미,2.9,37,https://place.map.kakao.com/13289272,"
서울 강남구 도산대로37길 12
(지번) 신사동 628-41
"
스폰티니,3.3,3,https://place.map.kakao.com/1137603838,"
서울 강남구 가로수길 83
(지번) 신사동 530-4
"
노이에아트멍,4.4,19,https://place.map.kakao.com/508057200,"
서울 강남구 도산대로23길 19
(지번) 신사동 559-9
"
순정족발 신사본점,4.4,6,https://place.map.kakao.com/27252553,"
서울 강남구 강남대로154길 25 1층
(지번) 신사동 511-11
"
이비티,3.9,2,https://place.map.kakao.com/1503451742,"
서울 강남구 논현로157길 55 지하1층
(지번) 신사동 555
"
스타벅스 압구정R점,4.6,20,https://place.map.kakao.com/788025983,"
서울 강남구 언주로 861
(지번) 신사동 621-1
"
그레이그리스트밀,3.9,93,https://place.map.kakao.com/1848228515,"
서울 강남구 압구정로2길 15 신사아이빌 지하1층 103호
(지번) 신사동 522
"
압구정제주집 본점,4.3,62,https://place.map.kakao.com/2058169302,"
서울 강남구 논현로152길 36
(지번) 신사동 588-12
"
탐앤탐스 압구정본점,2.3,22,https://place.map.kakao.com/8564250,"
서울 강남구 논현로163길 10 1층
(지번) 신사동 570-6
"
임프레션,4.5,77,https://place.map.kakao.com/1148384436,"
서울 강남구 언주로164길 24 5층
(지번) 신사동 649-7
"
스타벅스 압구정,3.7,10,https://place.map.kakao.com/1624256715,"
서울 강남구 압구정로30길 17
(지번) 신사동 609
"
스타벅스 압구정역점,3.9,17,https://place.map.kakao.com/7961953,"
서울 강남구 압구정로 170 관영빌딩 지하1층, 1층
(지번) 신사동 580-2
"
카페 아뮈제 (by 알렉스뮐러),4.2,37,https://place.map.kakao.com/128604844,"
서울 강남구 압구정로46길 55 1층
(지번) 신사동 647-19
"
피치,1.7,6,https://place.map.kakao.com/965916366,"
서울 강남구 언주로168길 32 1층
(지번) 신사동 646-1
"
까사밀 레스토랑,4,18,https://place.map.kakao.com/17266666,"
서울 강남구 도산대로1길 83 1층 까사밀레스토랑
(지번) 신사동 527-2
"
헤이미,3.7,10,https://place.map.kakao.com/1091312120,"
서울 강남구 논현로172길 21 101호
(지번) 신사동 608-17
"
본태,3.3,128,https://place.map.kakao.com/1827553268,"
서울 강남구 도산대로45길 14 1층
(지번) 신사동 650-16
"
신사양꼬치 가로수길본점,3.9,18,https://place.map.kakao.com/26983140,"
서울 강남구 강남대로152길 33 2층
(지번) 신사동 515-10
"
금별맥주,4.4,8,https://place.map.kakao.com/646890643,"
서울 강남구 압구정로2길 49
(지번) 신사동 517-6
"
일도씨곱창 신사점,3.3,35,https://place.map.kakao.com/15296355,"
서울 강남구 도산대로17길 8 1층
(지번) 신사동 561-9
"
구전동화,3.1,72,https://place.map.kakao.com/537712220,"
서울 강남구 압구정로46길 26 2층
(지번) 신사동 643-26
"
모로미 도산공원점,4.2,57,https://place.map.kakao.com/17348570,"
서울 강남구 언주로172길 30 신화빌딩 1층
(지번) 신사동 643-11
"
스타벅스 가로수길점,2.8,16,https://place.map.kakao.com/21748238,"
서울 강남구 논현로175길 94 임도빌딩 1층
(지번) 신사동 529-10
"
미방 압구정점,2.8,5,https://place.map.kakao.com/613018916,"
서울 강남구 논현로159길 9 동성빌딩 1층
(지번) 신사동 566-30
"
와인주막차차 압구정점,4.4,28,https://place.map.kakao.com/25701453,"
서울 강남구 압구정로50길 22 2층
(지번) 신사동 658-1
"
마고,3.5,28,https://place.map.kakao.com/2069234654,"
서울 강남구 선릉로161길 7 103호
(지번) 신사동 664-24
"
카멜커피 도산2호점,3.2,56,https://place.map.kakao.com/561290999,"
서울 강남구 언주로164길 14-1 1층
(지번) 신사동 649-3
"
페인팅룸,3.5,41,https://place.map.kakao.com/1455369982,"
서울 강남구 언주로170길 24 은미르빌딩 지하 1층
(지번) 신사동 644-13
"
주몽,2.4,4,https://place.map.kakao.com/8523627,"
서울 강남구 도산대로53길 20
(지번) 신사동 666-2
"
청담정스시 가로수길점,2.6,34,https://place.map.kakao.com/1589439581,"
서울 강남구 강남대로156길 36
(지번) 신사동 516-8
"
카페뮤제,3.7,102,https://place.map.kakao.com/2058873421,"
서울 강남구 압구정로4길 14-12
(지번) 신사동 526-12
"
미켈러바,3.7,9,https://place.map.kakao.com/26870097,"
서울 강남구 도산대로17길 33
(지번) 신사동 544-22
"
왕자장어,3.9,17,https://place.map.kakao.com/25081702,"
서울 강남구 언주로164길 35-4
(지번) 신사동 646-16
"
79파운야드 도산공원점,2.9,154,https://place.map.kakao.com/2000638045,"
서울 강남구 선릉로153길 32 1층
(지번) 신사동 647-24
"
춘이네닭도리탕 로데오직영점,3.3,97,https://place.map.kakao.com/795944714,"
서울 강남구 선릉로157길 29 1층
(지번) 신사동 657-3
"
투썸플레이스 강남신사점,1.9,3,https://place.map.kakao.com/26508465,"
서울 강남구 강남대로152길 22
(지번) 신사동 514-22
"
압구정곱창 2호점,4,27,https://place.map.kakao.com/318464818,"
서울 강남구 도산대로51길 33
(지번) 신사동 656-6
"
도산사카바카와세미,3.5,45,https://place.map.kakao.com/116581247,"
서울 강남구 도산대로45길 10-8 1층
(지번) 신사동 651-8
"
우돈청,3.5,58,https://place.map.kakao.com/17731989,"
서울 강남구 언주로170길 37
(지번) 신사동 642-8
"
청담반점,2.6,6,https://place.map.kakao.com/1845414320,"
서울 강남구 압구정로42길 21
(지번) 신사동 643
"
레더라 압구정점,4,24,https://place.map.kakao.com/21416925,"
서울 강남구 논현로 865 1층
(지번) 신사동 581-3
"
뮤즈온,4.6,52,https://place.map.kakao.com/19175443,"
서울 강남구 도산대로15길 32 2층
(지번) 신사동 544-16
"
솔빈덕,3.2,13,https://place.map.kakao.com/27491382,"
서울 강남구 도산대로51길 40
(지번) 신사동 657-32
"
마리모,3.5,5,https://place.map.kakao.com/8970423,"
서울 강남구 도산대로49길 10-1
(지번) 신사동 653-14
"
이마스시,,12,https://place.map.kakao.com/8041145,"
서울 강남구 논현로168길 22 계진빌딩 1층
(지번) 신사동 600-4
"
미미갈비,3,77,https://place.map.kakao.com/2003108591,"
서울 강남구 강남대로158길 19 삼우빌딩 1층
(지번) 신사동 508-7
"
호남식당,3.5,16,https://place.map.kakao.com/16036391,"
서울 강남구 논현로164길 30
(지번) 신사동 594-28
"
이코복스커피 신사점,3.2,23,https://place.map.kakao.com/18643113,"
서울 강남구 압구정로10길 37
(지번) 신사동 534-10
"
강남돌곱창,4.5,15,https://place.map.kakao.com/8149785,"
서울 강남구 압구정로18길 17
(지번) 신사동 568-4
"
포케올데이 신사점,4.8,34,https://place.map.kakao.com/1450978661,"
서울 강남구 도산대로17길 11 1층
(지번) 신사동 540-5
"
써브웨이 압구정역점,2.7,11,https://place.map.kakao.com/351774218,"
서울 강남구 압구정로28길 13
(지번) 신사동 581-8
"
김작가의이중생활 신사가로수길점,2.3,21,https://place.map.kakao.com/664988429,"
서울 강남구 강남대로152길 21
(지번) 신사동 512-12
"
스시에비스,3.6,48,https://place.map.kakao.com/1735147080,"
서울 강남구 압구정로28길 22 1층 103호
(지번) 신사동 577-7
"
커피빈 압구정로데오점,5,4,https://place.map.kakao.com/8112721,"
서울 강남구 선릉로157길 12 석전빌딩 1~4층
(지번) 신사동 663-24
"
끌림이탈리아,4.8,29,https://place.map.kakao.com/650232137,"
서울 강남구 논현로151길 17 건훈빌딩 1층
(지번) 신사동 563-18
"
도레도레 신사점,2.8,184,https://place.map.kakao.com/23735393,"
서울 강남구 도산대로15길 40
(지번) 신사동 544-4
"
프레즈드로이,3.7,152,https://place.map.kakao.com/138056648,"
서울 강남구 강남대로156길 41 1,2층
(지번) 신사동 517-30
"
레드클라우드,4.2,8,https://place.map.kakao.com/21214588,"
서울 강남구 압구정로10길 30-11
(지번) 신사동 524-25
"
심퍼티쿠시 가로수길점,4.8,107,https://place.map.kakao.com/1487092810,"
서울 강남구 강남대로154길 16 1층 101호
(지번) 신사동 512-3
"
마산옥,2.9,18,https://place.map.kakao.com/10360096,"
서울 강남구 강남대로152길 9 1층
(지번) 신사동 512-20
"
피자익스프레스,2.3,76,https://place.map.kakao.com/936257574,"
서울 강남구 압구정로10길 28 지하1층
(지번) 신사동 524-31
"
하나우동,3.8,40,https://place.map.kakao.com/9584414,"
서울 강남구 논현로171길 12
(지번) 신사동 578-5
"
마치마치 가로수길점,2.9,28,https://place.map.kakao.com/791945091,"
서울 강남구 도산대로11길 25 1층
(지번) 신사동 517-29
"
계곡,1.8,7,https://place.map.kakao.com/1907904221,"
서울 강남구 도산대로51길 36 지하1층
(지번) 신사동 655
"
성하루,4.9,2,https://place.map.kakao.com/797109137,"
서울 강남구 압구정로4길 13-17 2층
(지번) 신사동 525-24
"
스타벅스 신압구정점,3,10,https://place.map.kakao.com/13335864,"
서울 강남구 언주로174길 29
(지번) 신사동 639-7
"
도어401,3.3,80,https://place.map.kakao.com/329518075,"
서울 강남구 선릉로161길 18
(지번) 신사동 661-13
"
오르비에토,4.7,51,https://place.map.kakao.com/571922427,"
서울 강남구 도산대로19길 20 103호
(지번) 신사동 559-30
"
을지다락 가로수길,4.5,199,https://place.map.kakao.com/883007320,"
서울 강남구 압구정로10길 29 한솔빌딩 2층
(지번) 신사동 533-16
"
폴바셋 압구정2호점,3.3,10,https://place.map.kakao.com/26476913,"
서울 강남구 압구정로36길 8 1층
(지번) 신사동 615-4
"
로프트,3.4,161,https://place.map.kakao.com/26634160,"
서울 강남구 강남대로152길 62 2층
(지번) 신사동 539-1
"
교텐,4.4,28,https://place.map.kakao.com/1021627981,"
서울 강남구 강남대로160길 23 1층
(지번) 신사동 521-3
"
할리스 세로수길점,2.9,8,https://place.map.kakao.com/89150246,"
서울 강남구 강남대로152길 41 1층
(지번) 신사동 536-6
"
램브라튼,3.8,113,https://place.map.kakao.com/25777704,"
서울 강남구 압구정로10길 30-10 1층
(지번) 신사동 524-28
"
오늘와인한잔 신사세로수길점,1.5,46,https://place.map.kakao.com/877295709,"
서울 강남구 강남대로156길 40
(지번) 신사동 516-10
"
미노스,4.3,7,https://place.map.kakao.com/23609896,"
서울 강남구 가로수길 80 한림빌딩 2층
(지번) 신사동 547-1
"
길손,4,20,https://place.map.kakao.com/10216264,"
서울 강남구 논현로175길 40
(지번) 신사동 574-8
"
스타벅스 압구정미소점,4.1,13,https://place.map.kakao.com/12108453,"
서울 강남구 논현로 841 1층
(지번) 신사동 583-3
"
탐앤탐스블랙 압구정점,2.4,9,https://place.map.kakao.com/23495934,"
서울 강남구 언주로172길 11 1층
(지번) 신사동 637-14
"
킨포크 도산,3.2,45,https://place.map.kakao.com/2089373601,"
서울 강남구 언주로168길 24 2층
(지번) 신사동 645-18
"
마봉양꼬치 압구정점,4,14,https://place.map.kakao.com/1712079660,"
서울 강남구 압구정로28길 22-10
(지번) 신사동 577-9
"
생활맥주 압구정로데오점,1.7,15,https://place.map.kakao.com/27270756,"
서울 강남구 압구정로50길 5-12
(지번) 신사동 661-10
"
빌라레코드,4.8,41,https://place.map.kakao.com/149914752,"
서울 강남구 도산대로15길 18 지하 2층
(지번) 신사동 540
"
아가,4.4,4,https://place.map.kakao.com/1887390795,"
서울 강남구 논현로155길 11 1층
(지번) 신사동 564-3
"
벙커컴퍼니 압구정점,4.2,114,https://place.map.kakao.com/1791629406,"
서울 강남구 언주로167길 23
(지번) 신사동 607-20
"
아티제 도산로점,3.7,28,https://place.map.kakao.com/25036271,"
서울 강남구 도산대로45길 6 호림아트센터 1층
(지번) 신사동 651-23
"
꼬륵 신사본점,4,60,https://place.map.kakao.com/1532633768,"
서울 강남구 논현로151길 11 1층
(지번) 신사동 563-21
"
모즈,3.1,11,https://place.map.kakao.com/26949789,"
서울 강남구 언주로153길 10-5
(지번) 신사동 626-68
"
투썸플레이스 강남도산점,4,5,https://place.map.kakao.com/21304291,"
서울 강남구 도산대로37길 19 1층
(지번) 신사동 594-14
"
도슬박,4,79,https://place.map.kakao.com/1167794422,"
서울 강남구 압구정로42길 25-3 1층
(지번) 신사동 643-3
"
베이커리앤커피바이쿤달 압구정로데오 플래그쉽스토어,3.6,81,https://place.map.kakao.com/1732544217,"
서울 강남구 도산대로53길 39 1층
(지번) 신사동 657-37
"
탐앤탐스 더클래식압구정로데오점,2.3,17,https://place.map.kakao.com/16848628,"
서울 강남구 선릉로 823 한양타운 1층
(지번) 신사동 665-1
"
압구정진주,3.5,62,https://place.map.kakao.com/239518891,"
서울 강남구 압구정로46길 5-10 1층 101, 102호
(지번) 신사동 660-16
"
다이닝마,2,6,https://place.map.kakao.com/1662626352,"
서울 강남구 언주로152길 8 유일빌딩 2층
(지번) 신사동 630-12
"
청담플러스,3.8,83,https://place.map.kakao.com/108481115,"
서울 강남구 논현로152길 27 SAMO 1층
(지번) 신사동 589-10
"
